iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
XM-DAC-46004-47136-003-LN3426,Asian Development Bank,Multilateral,A01_general,KH,1,0.02441369599999998,30,15000000,1,NA,1,1,0
XM-DAC-46004-49041-002-LN3428,Asian Development Bank,Multilateral,A01_general,KH,1,0.02730010679245276,67,26500000,1,NA,1,1,0
XM-DAC-46004-44263-013-LN3460,Asian Development Bank,Multilateral,A01_general,KH,1,0.0341934987500001,80,40000000,1,NA,1,1,0
XM-DAC-46004-47136-006-LN3719,Asian Development Bank,Multilateral,A01_general,KH,1,0,109,15000000,1,NA,1,1,0
XM-DAC-46004-50101-002-LN3832,Asian Development Bank,Multilateral,A01_general,KH,1,0,-820,15000000,0.6018864497153309,0.6564778013240246,1.5,1,0
XM-DAC-46004-44263-015-LN3831,Asian Development Bank,Multilateral,A01_general,KH,1,0,0,40000000,1,NA,1,1,0
XM-DAC-46004-54195-001-LN3951,Asian Development Bank,Multilateral,A01_general,KH,1,0,-215,250000000,0.5268861069778316,0.8953470230823674,1.5,1,0
XM-DAC-46004-52145-001-LN3969,Asian Development Bank,Multilateral,A01_general,KH,1,0,0,20000000,1,NA,1,1,0
XM-DAC-46004-44263-016-LN4128,Asian Development Bank,Multilateral,A01_general,KH,1,1,0,40000000,0.05377221395566308,0.8953470230823674,2,1,1
XM-DAC-46004-54430-001-LN4285,Asian Development Bank,Multilateral,A01_general,KH,1,0,2,40000000,0.2037728994306617,0.6564778013240246,2,1,0
XM-DAC-46004-55255-001-LN4267,Asian Development Bank,Multilateral,A01_general,KH,1,0,0,50000000,0.2037728994306617,0.6564778013240246,2,1,0
XM-DAC-46004-55360-001-LN4331,Asian Development Bank,Multilateral,A01_general,KH,1,0,0,20000000,0.35377358490566035,0.41760857956568176,2,1,0
XM-DAC-46004-52145-002-LN4330,Asian Development Bank,Multilateral,A01_general,KH,1,0,-92,40000000,0.35377358490566035,0.41760857956568176,2,1,0
XM-DAC-46004-49041-004-LN4391,Asian Development Bank,Multilateral,A01_general,KH,1,0,232,50000000,0.35377358490566035,0.41760857956568176,2,1,0
XM-DAC-46004-50028-002-GRNT0666,Asian Development Bank,Multilateral,A01_general,MH,1,-0.22490517999999993,957,6000000,1,NA,1,1,0
XM-DAC-46004-50028-003-GRNT0761,Asian Development Bank,Multilateral,A01_general,MH,1,1,535,6000000,1,NA,1,1,1
XM-DAC-46004-54358-001-GRNT0766,Asian Development Bank,Multilateral,A01_general,MH,1,1,237,16000000,1,NA,1,1,1
XM-DAC-46004-54189-001-LN3942,Asian Development Bank,Multilateral,A01_general,MV,1,0,0,25000000,0.7137924225395318,0.0819147773957899,2,1,0
XM-DAC-46004-54189-001-GRNT0710,Asian Development Bank,Multilateral,A01_general,MV,1,1,0,25000000,0.7137924225395318,0.0819147773957899,2,1,1
XM-DAC-46004-55003-001-GRNT0898,Asian Development Bank,Multilateral,A01_general,MV,1,0,0,18700000,1,NA,1,1,0
XM-DAC-46004-42151-013-LN2452,Asian Development Bank,Multilateral,A01_general,IN,1,0.30000000000000004,-2293,150000000,0.9654567261451145,0.009217205325873834,1.5,1,1
XM-DAC-46004-41607-013-LN2536,Asian Development Bank,Multilateral,A01_general,IN,1,0,-760,94000000,0.9321241060432557,0.018428547921708782,1.5,1,0
XM-DAC-46004-44453-014-LN2926,Asian Development Bank,Multilateral,A01_general,IN,1,0,129,400000000,0.8642482120865113,0.018428547921708782,2,1,0
XM-DAC-46004-42267-026-LN3182,Asian Development Bank,Multilateral,A01_general,IN,1,0,236,250000000,0.8457889867841376,0.18876058637127932,1.5,1,0
XM-DAC-46004-45288-002-LN3187,Asian Development Bank,Multilateral,A01_general,IN,1,0,-532,200000000,0.9654567261451145,0.009217205325873834,1.5,1,0
XM-DAC-46004-48434-005-LN3424,Asian Development Bank,Multilateral,A01_general,IN,1,0,67,125000000,0.7943853157121835,0.18876058637127932,1.6666666666666667,1,0
XM-DAC-46004-49209-001-LN3563,Asian Development Bank,Multilateral,A01_general,IN,1,0,-60,300000000,0.7943853157121835,0.18876058637127932,1.6666666666666667,1,0
XM-DAC-46004-54182-001-LN3915,Asian Development Bank,Multilateral,A01_general,IN,1,0,0,500000000,0.2479638205924055,0.6144034430459238,2,1,0
XM-DAC-46004-54182-001-LN3916,Asian Development Bank,Multilateral,A01_general,IN,1,0,0,1000000000,0.2479638205924055,0.6144034430459238,2,1,0
XM-DAC-46004-54001-001-LN4004,Asian Development Bank,Multilateral,A01_general,IN,1,0,-272,50000000,0.24223229065134724,0.6068409541410695,2,1,0
XM-DAC-46004-54465-001-LN4138,Asian Development Bank,Multilateral,A01_general,IN,1,1,0,250000000,0.026954707866364044,0.946817140543433,2,1,1
XM-DAC-46004-55054-001-LN4158,Asian Development Bank,Multilateral,A01_general,IN,1,1,58,350000000,0.026954707866364044,0.946817140543433,2,1,1
XM-DAC-46004-55154-001-LN4275,Asian Development Bank,Multilateral,A01_general,IN,1,0,42,250000000,0.23076923076923078,0.591715976331361,2,1,0
XM-DAC-46004-55054-002-LN4362,Asian Development Bank,Multilateral,A01_general,IN,1,0,125,400000000,0.23076923076923078,0.591715976331361,2,1,0
XM-DAC-46004-55080-001-LN4401,Asian Development Bank,Multilateral,A01_general,IN,1,0,224,250000000,0.23076923076923078,0.591715976331361,2,1,0
XM-DAC-46004-54465-002-LN4421,Asian Development Bank,Multilateral,A01_general,IN,1,0,143,250000000,0.23076923076923078,0.591715976331361,2,1,0
XM-DAC-46004-45032-001-GRNT0300,Asian Development Bank,Multilateral,A01_general,NR,1,0,-52,4000000,0.4764082628249098,0.27414830723802874,2,1,0
XM-DAC-46004-48478-001-GRNT0473,Asian Development Bank,Multilateral,A01_general,NR,1,0,-154,2000000,0.4707499878698313,0.28010557533978353,2,1,0
XM-DAC-46004-52073-001-GRNT0703,Asian Development Bank,Multilateral,A01_general,NR,1,0,-72,5000000,0.9633693385933995,0.0013418053550849907,2,1,0
XM-DAC-46004-49210-001-LN3297,Asian Development Bank,Multilateral,A01_general,MN,1,0,199,150000000,1,NA,1,1,0
XM-DAC-46004-50302-001-LN3532,Asian Development Bank,Multilateral,A01_general,MN,1,0,-30,150000000,1,NA,1,1,0
XM-DAC-46004-51054-001-LN3533,Asian Development Bank,Multilateral,A01_general,MN,1,0,150,100000000,1,NA,1,1,0
XM-DAC-46004-51199-001-LN3648,Asian Development Bank,Multilateral,A01_general,MN,1,0,-153,130000000,0.9998077662437523,1.4781526813667512e-7,1.5,1,0
XM-DAC-46004-53028-001-LN3880,Asian Development Bank,Multilateral,A01_general,MN,1,0,-83,160000000,0.8072614579434179,0.07414823558780911,2,1,0
XM-DAC-46004-54174-001-LN3922,Asian Development Bank,Multilateral,A01_general,MN,1,0,0,100000000,0.8074536916996654,0.1482963233603501,1.5,1,0
XM-DAC-46004-54228-001-LN4056,Asian Development Bank,Multilateral,A01_general,MN,1,0,-161,100000000,1,NA,1,1,0
XM-DAC-46004-56144-001-LN4202,Asian Development Bank,Multilateral,A01_general,MN,1,0,272,100000000,1,NA,1,1,0
XM-DAC-46004-55209-003-LN4356,Asian Development Bank,Multilateral,A01_general,MN,1,0,18,100000000,1,NA,1,1,0
XM-DAC-46004-49365-002-LN3446,Asian Development Bank,Multilateral,A01_general,LK,1,0.5,-1280,250000000,1,NA,1,1,1
XM-DAC-46004-57035-001-LN4315,Asian Development Bank,Multilateral,A01_general,LK,1,0,153,350000000.00000006,0.4138953495456442,0.3435186612842227,2,1,0
XM-DAC-46004-56285-001-LN4422,Asian Development Bank,Multilateral,A01_general,LK,1,1,0,200000000,0.4138953495456442,0.3435186612842227,2,1,1
XM-DAC-46004-35174-082-GRNT0272,Asian Development Bank,Multilateral,A01_general,NP,1,0,-15,65000000,0.6067316837589755,0.15317117340626135,3,1,0
XM-DAC-46004-36172-063-GRNT0305,Asian Development Bank,Multilateral,A01_general,NP,1,0,-523,21000000,0.48529823784725623,0.25534457646421005,2.75,1,0
XM-DAC-46004-45260-001-GRNT0322,Asian Development Bank,Multilateral,A01_general,NP,1,0,46,15000000,0.6067316837589755,0.15317117340626135,3,1,0
XM-DAC-46004-36169-023-LN2641,Asian Development Bank,Multilateral,A01_general,NP,1,0.04684340182119206,-960,60400000,0.6067316837589755,0.15317117340626135,3,1,0
XM-DAC-46004-50254-001-LN3546,Asian Development Bank,Multilateral,A01_general,NP,1,-0.01231919238095224,515,21000000,0.405971602955817,0.35879287017463746,2.6666666666666665,1,0
XM-DAC-46004-48218-010-LN3847,Asian Development Bank,Multilateral,A01_general,NP,1,0,-599,50000000,0.4458274122846928,0.37020071755293377,3.75,1,0
XM-DAC-46004-54184-001-LN3926,Asian Development Bank,Multilateral,A01_general,NP,1,0,-138,250000000,0.6587333757925342,0.09358228771173077,3,1,0
XM-DAC-46004-38349-029-LN3948,Asian Development Bank,Multilateral,A01_general,NP,1,0.5,-196,50000000,0.5458872358213873,0.28064983770288887,4,1,1
XM-DAC-46004-54402-001-LN4323,Asian Development Bank,Multilateral,A01_general,NP,1,1,0,50000000,0.8893085617382495,0.0041018670855856865,4,1,1
XM-DAC-46004-55002-001-LN4349,Asian Development Bank,Multilateral,A01_general,NP,1,0,0,100000000,0.8893085617382495,0.0041018670855856865,4,1,0
XM-DAC-46004-52018-001-LN3725,Asian Development Bank,Multilateral,A01_general,PW,1,0,444,15000000,1,NA,1,1,0
XM-DAC-46004-54245-001-LN3955,Asian Development Bank,Multilateral,A01_general,PW,1,0,110,20000000,1,NA,1,1,0
XM-DAC-46004-54151-001-LN4030,Asian Development Bank,Multilateral,A01_general,PW,1,0,-37,5000000,1,NA,1,1,0
XM-DAC-46004-54284-001-LN4063,Asian Development Bank,Multilateral,A01_general,PW,1,0,-61,5000000,1,NA,1,1,0
XM-DAC-46004-54284-001-LN4064,Asian Development Bank,Multilateral,A01_general,PW,1,0,-61,20000000,1,NA,1,1,0
XM-DAC-46004-54284-002-LN4206,Asian Development Bank,Multilateral,A01_general,PW,1,0,11,30000000,1,NA,1,1,0
XM-DAC-46004-54151-003-LN4198,Asian Development Bank,Multilateral,A01_general,PW,1,0,38,5000000,1,NA,1,1,0
XM-DAC-46004-51035-001-LN3664,Asian Development Bank,Multilateral,A01_general,PG,1,0,-155,100000000,0.7016213940880639,0.3561191698638018,1.5,1,0
XM-DAC-46004-51035-003-LN3857,Asian Development Bank,Multilateral,A01_general,PG,1,0,-56,100000000,1,NA,1,1,0
XM-DAC-46004-53424-001-LN4022,Asian Development Bank,Multilateral,A01_general,PG,1,0,0,100000000,0.7994712195106781,0.15425027018807574,2,1,0
XM-DAC-46004-51035-005-LN4017,Asian Development Bank,Multilateral,A01_general,PG,1,0,-41,100000000,0.7994712195106781,0.15425027018807574,2,1,0
XM-DAC-46004-54346-001-LN4015,Asian Development Bank,Multilateral,A01_general,PG,1,0,22,250000000,0.7994712195106781,0.15425027018807574,2,1,0
XM-DAC-46004-51035-005-LN4016,Asian Development Bank,Multilateral,A01_general,PG,1,0,-41,50000000,0.7994712195106781,0.15425027018807574,2,1,0
XM-DAC-46004-53424-002-LN4155,Asian Development Bank,Multilateral,A01_general,PG,1,0,0,150000000,0.7994712195106781,0.15425027018807574,2,1,0
XM-DAC-46004-53424-003-LN4266,Asian Development Bank,Multilateral,A01_general,PG,1,0,59,250000000,1,NA,1,1,0
XM-DAC-46004-48479-001-GRNT0478,Asian Development Bank,Multilateral,A01_general,SB,1,0,0,5000000,0.16313367625125325,0.7003452438247422,2,1,0
XM-DAC-46004-52074-001-GRNT0629,Asian Development Bank,Multilateral,A01_general,SB,1,0,-43,5000000,0.17110811674609516,0.687061754124205,2,1,0
XM-DAC-46004-50028-002-GRNT0667,Asian Development Bank,Multilateral,A01_general,SB,1,0,957,3000000,0.3404743512897556,0.2175120229472838,3,1,0
XM-DAC-46004-50028-002-LN3830,Asian Development Bank,Multilateral,A01_general,SB,1,0,957,3000000,0.3404743512897556,0.2175120229472838,3,1,0
XM-DAC-46004-54178-001-LN3938,Asian Development Bank,Multilateral,A01_general,SB,1,0,27,10000000,0.3404743512897556,0.2175120229472838,3,1,0
XM-DAC-46004-50028-003-GRNT0754,Asian Development Bank,Multilateral,A01_general,SB,1,0,651,5000000,0.2998386903859096,0.3831460872379181,2.5,1,0
XM-DAC-46004-54178-001-GRNT0708,Asian Development Bank,Multilateral,A01_general,SB,1,1,27,10000000,0.3404743512897556,0.2175120229472838,3,1,1
XM-DAC-46004-55011-001-GRNT0871,Asian Development Bank,Multilateral,A01_general,SB,1,1.961351802,-32,5000000,0.25920302948206364,0.5487801515285524,2,1,1
XM-DAC-46004-55011-001-LN4274,Asian Development Bank,Multilateral,A01_general,SB,1,0,-32,5000000,0.25920302948206364,0.5487801515285524,2,1,0
XM-DAC-46004-44253-013-LN3111,Asian Development Bank,Multilateral,A01_general,PH,1,0,138,250000000,0.554016620498615,0.1989011747914764,2,1,0
XM-DAC-46004-43396-014-LN3233,Asian Development Bank,Multilateral,A01_general,PH,1,0,51,350000000,0.3689064558629776,0.39827906145142783,2,1,0
XM-DAC-46004-48458-001-LN3333,Asian Development Bank,Multilateral,A01_general,PH,1,0,122,300000000,0.6823785391348083,0.19914813939292006,2,1,0
XM-DAC-46004-48427-001-LN3334,Asian Development Bank,Multilateral,A01_general,PH,1,0,122,300000000,0.6823785391348083,0.19914813939292006,2,1,0
XM-DAC-46004-44253-016-LN3505,Asian Development Bank,Multilateral,A01_general,PH,1,0,-111,250000000,0.9979253112033195,1.7217334412289453e-5,1.5,1,0
XM-DAC-46004-49117-002-LN3530,Asian Development Bank,Multilateral,A01_general,PH,1,0,104,300000000,0.7506265664160401,0.24874843750981457,1.5,1,0
XM-DAC-46004-48427-002-LN3595,Asian Development Bank,Multilateral,A01_general,PH,1,0,-46,300000000,0.7033162616686645,0.20093376506870694,1.6666666666666667,1,0
XM-DAC-46004-48458-003-LN3691,Asian Development Bank,Multilateral,A01_general,PH,1,0,216,300000000,0.5549743925029966,0.20093376506870694,2,1,0
XM-DAC-46004-51309-001-LN3707,Asian Development Bank,Multilateral,A01_general,PH,1,0,314,300000000,0.5549743925029966,0.20093376506870694,2,1,0
XM-DAC-46004-52173-001-LN3858,Asian Development Bank,Multilateral,A01_general,PH,1,-0.33333333333333326,336,300000000,0.6558660913063812,0.12065319744069791,2,1,0
XM-DAC-46004-49117-003-LN3875,Asian Development Bank,Multilateral,A01_general,PH,1,0.25,336,400000000,0.6558660913063812,0.12065319744069791,2,1,0
XM-DAC-46004-54138-001-LN3910,Asian Development Bank,Multilateral,A01_general,PH,1,-0.02053069373387472,-245,503196143,0.6177371064451216,0.15954216662799497,2,1,0
XM-DAC-46004-54138-001-LN3907,Asian Development Bank,Multilateral,A01_general,PH,1,0,-245,250000000,0.6177371064451216,0.15954216662799497,2,1,0
XM-DAC-46004-54138-001-LN3909,Asian Development Bank,Multilateral,A01_general,PH,1,0.00294575827830267,-245,251598614,0.6177371064451216,0.15954216662799497,2,1,0
XM-DAC-46004-54138-001-LN3908,Asian Development Bank,Multilateral,A01_general,PH,1,0,-245,500000000,0.6177371064451216,0.15954216662799497,2,1,0
XM-DAC-46004-53047-001-LN3925,Asian Development Bank,Multilateral,A01_general,PH,1,0,274,400000000,0.7030365304388493,0.0881873022537965,2,1,0
XM-DAC-46004-53353-001-LN3957,Asian Development Bank,Multilateral,A01_general,PH,1,0,298,400000000,0.7030365304388493,0.0881873022537965,2,1,0
XM-DAC-46004-51309-002-LN3959,Asian Development Bank,Multilateral,A01_general,PH,1,0,211,300000000,0.5785043938448975,0.19316679905271192,2,1,0
XM-DAC-46004-54022-001-LN3968,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,500000000,0.5450188666060577,0.2329345940895961,2,1,0
XM-DAC-46004-49117-004-LN4089,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,400000000,0.5750873944482577,0.1952195988150942,2,1,0
XM-DAC-46004-52173-003-LN4102,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,400000000,0.5750873944482577,0.1952195988150942,2,1,0
XM-DAC-46004-55105-001-LN4145,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,600000000,0.5750873944482577,0.1952195988150942,2,1,0
XM-DAC-46004-55268-001-LN4186,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,250000000,0.5115333393672179,0.2727023891264803,2,1,0
XM-DAC-46004-53047-003-LN4185,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,400000000,0.5115333393672179,0.2727023891264803,2,1,0
XM-DAC-46004-53353-002-LN4288,Asian Development Bank,Multilateral,A01_general,PH,1,1,285,500000000,0.3268641470888662,0.45311187647439954,2,1,1
XM-DAC-46004-55300-001-LN4289,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,500000000,0.3268641470888662,0.45311187647439954,2,1,0
XM-DAC-46004-51309-003-LN4355,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,300000000,0.3268641470888662,0.45311187647439954,2,1,0
XM-DAC-46004-55105-003-LN4414,Asian Development Bank,Multilateral,A01_general,PH,1,-0.01384278010703865,0,463115924,0.3268641470888662,0.45311187647439954,2,1,0
XM-DAC-46004-56288-001-LN4376,Asian Development Bank,Multilateral,A01_general,PH,1,0,0,400000000,0.3268641470888662,0.45311187647439954,2,1,0
XM-DAC-46004-52313-001-GRNT0635,Asian Development Bank,Multilateral,A01_general,PH,1,0.992713906,-1343,5000000.000000001,0.5483373752383707,0.22226765108263305,2,1,1
XM-DAC-46004-54177-001-LN3949,Asian Development Bank,Multilateral,A01_general,TH,1,0,-215,1000000000,1,NA,1,1,0
XM-DAC-46004-54177-001-LN3945,Asian Development Bank,Multilateral,A01_general,TH,1,0,-215,500000000,1,NA,1,1,0
XM-DAC-46004-47099-002-GRNT0463,Asian Development Bank,Multilateral,A01_general,TJ,1,0,174,53400000,1,NA,1,1,0
XM-DAC-46004-47099-004-GRNT0530,Asian Development Bank,Multilateral,A01_general,TJ,1,0.8999664007276508,0,19240000,0.9714127374600345,0.0032689263181157058,1.5,1,1
XM-DAC-46004-47099-002-LN3343,Asian Development Bank,Multilateral,A01_general,TJ,1,0.00724812121212115,174,6600000,1,NA,1,1,0
XM-DAC-46004-47099-004-LN3513,Asian Development Bank,Multilateral,A01_general,TJ,1,-0.02775374609882974,0,30760000,1,NA,1,1,0
XM-DAC-46004-51066-001-GRNT0782,Asian Development Bank,Multilateral,A01_general,TJ,1,0.9939706172,0,50000000,0.942825474920069,0.0032689263181157058,2,1,1
XM-DAC-46004-53315-001-GRNT0777,Asian Development Bank,Multilateral,A01_general,TJ,1,0,-174,20000000,0.942825474920069,0.0032689263181157058,2,1,0
NO-BRC-971277882-NPL-20/0002,Norad - Norwegian Agency for Development Cooperation,Bilateral,A02_sector,NP,1,-2.220446049250313e-16,NA,19643990.449998487,0.031352105040798564,0.7725710462326107,4.5,1,0
NO-BRC-971277882-NPL-07/010,Norad - Norwegian Agency for Development Cooperation,Bilateral,A02_sector,NP,1,0.0737443092485548,-3666,34855490.7471768,0.08055338379763989,0.550964544384064,3,1,0
XM-DAC-46004-47318-001-GRNT0442,Asian Development Bank,Multilateral,A01_general,TV,1,0,-25,2000000,0.4671287088951336,0.1600261046763011,3,1,0
XM-DAC-46004-50028-001-GRNT0559,Asian Development Bank,Multilateral,A01_general,TV,1,0,1031,3000000,0.4137537965545729,0.33228718860337336,2.5,1,0
XM-DAC-46004-50377-001-GRNT0673,Asian Development Bank,Multilateral,A01_general,TV,1,-0.01992796499999993,27,4000000,0.4137537965545729,0.33228718860337336,2.5,1,0
XM-DAC-46004-50028-003-GRNT0760,Asian Development Bank,Multilateral,A01_general,TV,1,1.95281244,405,4000000,0.15920622960759362,0.5545503917518173,3,1,1
XM-DAC-46004-48361-001-GRNT0479,Asian Development Bank,Multilateral,A01_general,TO,1,0,0,3000000,0.7322275824692495,0.07170206759026265,2,1,0
XM-DAC-46004-48361-002-GRNT0532,Asian Development Bank,Multilateral,A01_general,TO,1,1,19,2250000,0.5773115525981879,0.17866552356695437,2,1,1
XM-DAC-46004-50028-001-GRNT0558,Asian Development Bank,Multilateral,A01_general,TO,1,0.8169383103448276,1611,2900000,0.3744412014944045,0.3776084304651278,2.3333333333333335,1,1
XM-DAC-46004-48361-001-LN3393,Asian Development Bank,Multilateral,A01_general,TO,1,7.683333333333708e-4,0,3000000,0.7322275824692495,0.07170206759026265,2,1,0
XM-DAC-46004-48361-002-LN3531,Asian Development Bank,Multilateral,A01_general,TO,1,-0.02082404363636358,19,2750000,0.5773115525981879,0.17866552356695437,2,1,0
XM-DAC-46004-50028-001-LN3628,Asian Development Bank,Multilateral,A01_general,TO,1,0,1611,3100000,0.5682636094176161,0.18647817622890359,2,1,0
XM-DAC-46004-48361-003-GRNT0647,Asian Development Bank,Multilateral,A01_general,TO,1,0,-3,5000000,0.3918388430240673,0.21982352973281064,3,1,0
XM-DAC-46004-50028-002-GRNT0668,Asian Development Bank,Multilateral,A01_general,TO,1,0,957,6000000,0.26333818258831015,0.4443020779107967,3,1,0
XM-DAC-46004-50028-003-GRNT0755,Asian Development Bank,Multilateral,A01_general,TO,1,0,654,10000000,0.23942704903570927,0.5576235668667163,2.3333333333333335,1,0
XM-DAC-46004-55016-001-GRNT0807,Asian Development Bank,Multilateral,A01_general,TO,1,0,-20,5000000,0.2917218124772874,0.5020450372556831,2,1,0
XM-DAC-46004-52030-001-GRNT0709,Asian Development Bank,Multilateral,A01_general,TO,1,1,3,12200000,0.13483752215255299,0.6687806260887827,3,1,1
XM-DAC-46004-50028-003-GRNT0757,Asian Development Bank,Multilateral,A01_general,VU,1,0,648,5000000,1,NA,1,1,0
XM-DAC-46004-54179-001-GRNT0776,Asian Development Bank,Multilateral,A01_general,VU,1,1,-172,16925000,1,NA,1,1,1
XM-DAC-46004-46384-001-GRNT0360,Asian Development Bank,Multilateral,A01_general,WS,1,0,80,14000000,0.3251735088082226,0.32954816237369644,3,1,0
XM-DAC-46004-50210-001-GRNT0525,Asian Development Bank,Multilateral,A01_general,WS,1,0,-89,5000000,0.4958884893570429,0.2541284151627243,2,1,0
